question,answer_llm,answer_orig,document
What does cosine similarity actually measure when comparing two vectors?,"Cosine similarity measures **how aligned two vectors are** — specifically, the **cosine of the angle between them**.

- If the vectors point in the same direction, similarity is **1**
- If they are orthogonal (at right angles), similarity is **0**
- If they point in opposite directions, similarity is **-1**

When vectors are normalized to unit length, cosine similarity is equivalent to their **dot product**.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
How do you use cosine similarity to compare two documents in text analysis?,"Use cosine similarity by representing each document as a vector, then measuring the cosine of the angle between those two vectors.

In text analysis, the vectors are usually based on word counts, TF-IDF, or embeddings. The result ranges from:

- **1**: very similar / same direction
- **0**: no similarity
- **-1**: opposite directions

If the vectors are **normalized to unit length**, cosine similarity is just the **dot product** between them, which makes it efficient to compute.

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine similarity based on the angle between vectors instead of their length?,"Cosine similarity focuses on the **angle** because it measures how aligned two vectors are **regardless of their magnitude**. If vectors are normalized to unit length, their lengths no longer matter, and the cosine similarity is just the dot product.

In other words, it’s designed to compare **direction/content** rather than size.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does it mean when cosine similarity is 1, 0, or -1?","When cosine similarity is:

- **1**: the vectors are **identical in direction**  
- **0**: the vectors are **orthogonal** (no similarity)  
- **-1**: the vectors are **completely opposite**","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"In vector search, why is cosine similarity useful for word counts or TF-IDF vectors?","Cosine similarity is useful for word counts or TF-IDF vectors because it measures how similar two documents are based on the **angle** between their vectors, not their length.

That means it focuses on the **pattern of word usage** rather than document size, which is important because longer documents naturally have larger word-count vectors.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity turn into just a dot product when the embeddings are normalized?,"Because for **normalized vectors** the cosine formula simplifies:

\[
\cos(\theta) = \frac{a \cdot b}{\|a\|\|b\|}
\]

If both embeddings are normalized to unit length, then:

\[
\|a\| = 1,\quad \|b\| = 1
\]

So:

\[
\cos(\theta) = a \cdot b
\]

That’s why cosine similarity becomes just a **dot product** when the embeddings are normalized.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does unit-length normalization make cosine similarity ignore vector magnitude?,"Unit-length normalization makes the vector’s magnitude equal to 1, so the cosine similarity formula no longer depends on length. With all vectors normalized, cosine similarity is just the dot product, which measures only how aligned the vectors are.

So the magnitude is effectively ignored because it has already been removed by normalization.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why can we use matrix multiplication to compute cosine similarity for all documents at once?,Because cosine similarity becomes just a dot product when the embeddings are normalized to unit length. Then you can stack all document embeddings into a matrix and compute all similarities with one matrix multiplication against the query vector.,"Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What is the connection between cosine similarity and the dot product in vector search?,"Cosine similarity and the dot product are the same **when the vectors are normalized to unit length**.

So in vector search:

- If embeddings are normalized,  
  **cosine similarity = dot product**
- If embeddings are not normalized,  
  you must normalize them first, otherwise the dot product is not cosine similarity.

That’s why matrix multiplication with embeddings and the query vector can be used to compute cosine similarity efficiently.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If all vectors are normalized, why does multiplying the embedding matrix by the query vector give the similarity scores?","Because for **normalized vectors**, the **cosine similarity equals the dot product**.

If both the embedding matrix rows and the query vector have unit length, then their magnitudes are 1, so:

\[
\cos(\theta) = \frac{x \cdot q}{\|x\|\|q\|} = x \cdot q
\]

That means multiplying the embedding matrix by the query vector computes the similarity score for each embedding efficiently in one matrix operation.

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I need to create a whole new GitHub repository, or is a fresh codespace enough?","Just a new codespace is enough. You can create it from your existing GitHub repository, so you don’t need a whole new repo for Module 2.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does the course recommend using a separate codespace for the vector search module instead of keeping everything in the old one?,"Because the vector-search dependencies are fairly heavy. Keeping them in a separate codespace isolates that extra setup, so you can stop or delete it later without leaving the Module 1 environment bloated. Setup is also quick, and you should commit your work since the codespace may be deleted.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I start Module 2 in a new codespace, will it still come from my existing repo or do I have to set up another repo first?","Just a new codespace. It will still be created from your existing repository, so you do **not** need to set up another repo first.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
What should I do with my Module 2 work if I might delete the codespace later?,"Commit your Module 2 work to your GitHub repository regularly. Since you may delete the codespace later, uncommitted changes could be lost.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Are the extra vector-search dependencies the reason I shouldn’t reuse my Module 1 codespace?,"Yes — that’s the reason.

For Module 2, the vector-search dependencies are fairly heavy, so the course recommends using a **separate codespace**. That keeps your Module 1 environment clean, and you can stop or delete the Module 2 codespace later without leaving the extra setup behind.

You don’t need a new GitHub repo, just a new codespace from your existing repo.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does download.py stay stuck at 0% when it tries to get model.onnx from HuggingFace?,"This can happen because the connection to HuggingFace’s CDN is slow or blocked.

The fix is to download the file directly in your browser:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it as:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, `download.py` should skip re-downloading because it checks whether the file already exists locally.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Is there a way to bypass the script and grab model.onnx manually if the download keeps freezing?,"Yes. You can bypass the script and download it manually.

Download this file directly in your browser:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once it’s there, rerun the script — it checks for the file locally first and should skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
What should I do if the HuggingFace CDN seems blocked or painfully slow while downloading the ONNX model?,"If the HuggingFace CDN is blocked or very slow, download the ONNX file directly in your browser and save it locally here:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Use this URL:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Once the file exists locally, the script will detect it and skip re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"If I save model.onnx by hand, will download.py still try to fetch it again later?","No. The script checks whether the file already exists locally, so if you save `models/Xenova/all-MiniLM-L6-v2/model.onnx` by hand, `download.py` should skip re-downloading it.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Where exactly should I place the downloaded model.onnx so the vector search code can find it?,"Place it here:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

So the full path from your project root should be exactly that.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why do the dot product version and the loop version of vector search not match exactly, even though they should be the same?","They don’t match exactly because of **floating-point precision**.

Even though the dot product from `X.dot(v_query)` and the loop version compute the **same math**, they sum the numbers in a **different order**:

- `X.dot(...)` uses optimized BLAS routines
- the loop adds values sequentially in Python

Because floating-point addition is **not perfectly associative**, tiny rounding differences can appear in the last few decimal places. So the results are effectively the same, just not bit-for-bit identical.

Use a tolerance check instead of exact equality, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Is it normal for `np.allclose(scores, scores_loop)` to return `False` when I compare vector search results from a matrix multiply and a for-loop?","Yes — that can be normal.

`X.dot(v_query)` and the for-loop compute the same dot products, but they may accumulate floating-point sums in a different order. Because floating-point addition is not perfectly associative, the results can differ slightly in the last decimal places, so `np.allclose(scores, scores_loop)` may return `False` if the default tolerance is too strict.

Try comparing with a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

That should usually treat them as equivalent.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
What causes tiny differences in the scores when I compute vector search with `X.dot(v_query)` versus looping through rows?,"Tiny differences come from **floating-point precision**.

`X.dot(v_query)` and a manual loop compute the same dot products, but they may **sum numbers in a different order**. Because floating-point addition is not perfectly associative, the last few decimal places can differ. So the scores are not really wrong—just slightly rounded differently.

If you compare them, use a tolerance, e.g.:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Should I worry if the BLAS-based vector search gives slightly different last digits than my Python loop implementation?,"No. Slight differences in the last digits are normal and come from floating-point precision and a different summation order in BLAS versus a Python loop. The values are not wrong.

Compare them with a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
What's the right way to compare two vector search outputs when they only differ by a little bit?,"Use a small tolerance instead of expecting an exact match.

For example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

That’s the right way because tiny differences are normal from floating-point precision and different summation order.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why am I getting IndexError: list index out of range when I try to access the best chunk?,"The error usually means the number of embeddings doesn’t match the number of chunks.

Make sure you generate embeddings directly from the chunk list, for example:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `X` should have the same number of rows as `len(chunks)`.

If they don’t match, trying to access the “best chunk” can cause `IndexError: list index out of range`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
What causes the best chunk lookup to fail with an index out of range error in vector search?,"The best chunk lookup fails with an `IndexError: list index out of range` when the number of embeddings does not match the number of document chunks.

In other words, you likely created embeddings from something other than the chunk list. The fix is to embed the chunk contents directly, for example:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(X)` should equal `len(chunks)`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
How do I fix the IndexError when my embeddings count doesn't match my chunks?,"Make sure the number of embeddings matches the number of chunks.

The fix is to generate embeddings directly from the chunk list, not from the original documents:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(X)` should be the same as `len(chunks)`. If they don’t match, indexing into the “best chunk” can raise `IndexError: list index out of range`.

","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Why is my similarity search returning an invalid chunk index after embedding the documents?,I don't know.,"The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
What should I check if accessing the top matching chunk throws list index out of range?,"Check that the number of embeddings matches the number of chunks.

In particular, generate embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

`X` should have the same number of rows as `len(chunks)`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Why can FastEmbed still throw an SSL or network error at startup if the model is already cached locally?,"Because FastEmbed may still check the model source during construction, not just the local cache. If Hugging Face or the network is temporarily unavailable, startup can fail with an SSL or network error even though the model was downloaded before.

To avoid that, load it with the same `cache_dir` and set `local_files_only=True`, or use `specific_model_path` for a fully offline setup.","During construction, FastEmbed normally checks the model source. A temporary
Hugging Face or network failure can therefore stop initialization even when
you previously downloaded the model.

After you have populated the cache once, load the model with the same cache
directory and enable local-only loading:

```python
from fastembed import TextEmbedding

model = TextEmbedding(
    model_name=""sentence-transformers/all-MiniLM-L6-v2"",
    cache_dir=""/models/fastembed"",
    local_files_only=True,
)
```

Mount `/models/fastembed` into the container and use that same `cache_dir` when
initially downloading and later loading the model. A model stored only in
another cache directory, such as an unmounted host cache, won't be available
inside the container.

`SparseTextEmbedding` and `TextCrossEncoder` also accept `cache_dir` and
`local_files_only`.

If you downloaded and prepared the FastEmbed model directory yourself, you can
instead pass `specific_model_path`. Use retries only while initially
downloading the model. Catching every exception around normal offline
construction can hide configuration and model-format errors.

An incomplete Hugging Face cache can still trigger FastEmbed's fallback network
behavior. Use a complete, explicitly mounted cache or `specific_model_path` for
a fully offline deployment.",6609b934b6
How do I make FastEmbed load a model completely offline after I’ve downloaded it once?,"After you’ve downloaded the model once, load it with the same `cache_dir` and set `local_files_only=True`:

```python
from fastembed import TextEmbedding

model = TextEmbedding(
    model_name=""sentence-transformers/all-MiniLM-L6-v2"",
    cache_dir=""/models/fastembed"",
    local_files_only=True,
)
```

Make sure `/models/fastembed` is the cache directory you mounted into the container and that it contains the full model. If you already have the model files prepared yourself, you can also use `specific_model_path` instead.

","During construction, FastEmbed normally checks the model source. A temporary
Hugging Face or network failure can therefore stop initialization even when
you previously downloaded the model.

After you have populated the cache once, load the model with the same cache
directory and enable local-only loading:

```python
from fastembed import TextEmbedding

model = TextEmbedding(
    model_name=""sentence-transformers/all-MiniLM-L6-v2"",
    cache_dir=""/models/fastembed"",
    local_files_only=True,
)
```

Mount `/models/fastembed` into the container and use that same `cache_dir` when
initially downloading and later loading the model. A model stored only in
another cache directory, such as an unmounted host cache, won't be available
inside the container.

`SparseTextEmbedding` and `TextCrossEncoder` also accept `cache_dir` and
`local_files_only`.

If you downloaded and prepared the FastEmbed model directory yourself, you can
instead pass `specific_model_path`. Use retries only while initially
downloading the model. Catching every exception around normal offline
construction can hide configuration and model-format errors.

An incomplete Hugging Face cache can still trigger FastEmbed's fallback network
behavior. Use a complete, explicitly mounted cache or `specific_model_path` for
a fully offline deployment.",6609b934b6
Does FastEmbed need the cache folder to be the same inside the container and when I first downloaded the model?,"Yes — the context says you should use the same cache directory when initially downloading and later loading the model, and mount that cache into the container.

If the model was downloaded into a different cache folder on the host, it won’t be available inside the container.","During construction, FastEmbed normally checks the model source. A temporary
Hugging Face or network failure can therefore stop initialization even when
you previously downloaded the model.

After you have populated the cache once, load the model with the same cache
directory and enable local-only loading:

```python
from fastembed import TextEmbedding

model = TextEmbedding(
    model_name=""sentence-transformers/all-MiniLM-L6-v2"",
    cache_dir=""/models/fastembed"",
    local_files_only=True,
)
```

Mount `/models/fastembed` into the container and use that same `cache_dir` when
initially downloading and later loading the model. A model stored only in
another cache directory, such as an unmounted host cache, won't be available
inside the container.

`SparseTextEmbedding` and `TextCrossEncoder` also accept `cache_dir` and
`local_files_only`.

If you downloaded and prepared the FastEmbed model directory yourself, you can
instead pass `specific_model_path`. Use retries only while initially
downloading the model. Catching every exception around normal offline
construction can hide configuration and model-format errors.

An incomplete Hugging Face cache can still trigger FastEmbed's fallback network
behavior. Use a complete, explicitly mounted cache or `specific_model_path` for
a fully offline deployment.",6609b934b6
What’s the difference between using `cache_dir` with `local_files_only=True` and giving FastEmbed a `specific_model_path`?,"Using `cache_dir` with `local_files_only=True` means FastEmbed loads the model from the Hugging Face cache directory and won’t try to go to the network. This works when the cache is complete and mounted in the environment.

Using `specific_model_path` is different: it tells FastEmbed to load from a model directory you prepared yourself, rather than from the Hugging Face cache.

So, in short:

- `cache_dir` + `local_files_only=True` = offline loading from an explicit cache
- `specific_model_path` = load directly from your own prepared model directory

If the answer is not found in the context, respond with ""I don't know.""","During construction, FastEmbed normally checks the model source. A temporary
Hugging Face or network failure can therefore stop initialization even when
you previously downloaded the model.

After you have populated the cache once, load the model with the same cache
directory and enable local-only loading:

```python
from fastembed import TextEmbedding

model = TextEmbedding(
    model_name=""sentence-transformers/all-MiniLM-L6-v2"",
    cache_dir=""/models/fastembed"",
    local_files_only=True,
)
```

Mount `/models/fastembed` into the container and use that same `cache_dir` when
initially downloading and later loading the model. A model stored only in
another cache directory, such as an unmounted host cache, won't be available
inside the container.

`SparseTextEmbedding` and `TextCrossEncoder` also accept `cache_dir` and
`local_files_only`.

If you downloaded and prepared the FastEmbed model directory yourself, you can
instead pass `specific_model_path`. Use retries only while initially
downloading the model. Catching every exception around normal offline
construction can hide configuration and model-format errors.

An incomplete Hugging Face cache can still trigger FastEmbed's fallback network
behavior. Use a complete, explicitly mounted cache or `specific_model_path` for
a fully offline deployment.",6609b934b6
Can an incomplete Hugging Face cache make FastEmbed try the network again even when I expected it to stay offline?,"Yes. An incomplete Hugging Face cache can make FastEmbed fall back to checking the network again, so it may raise an SSL or other connection error even if you expected it to stay offline.

To avoid that, use a complete cache with the same `cache_dir` and set `local_files_only=True`, or provide `specific_model_path` for a fully offline setup.","During construction, FastEmbed normally checks the model source. A temporary
Hugging Face or network failure can therefore stop initialization even when
you previously downloaded the model.

After you have populated the cache once, load the model with the same cache
directory and enable local-only loading:

```python
from fastembed import TextEmbedding

model = TextEmbedding(
    model_name=""sentence-transformers/all-MiniLM-L6-v2"",
    cache_dir=""/models/fastembed"",
    local_files_only=True,
)
```

Mount `/models/fastembed` into the container and use that same `cache_dir` when
initially downloading and later loading the model. A model stored only in
another cache directory, such as an unmounted host cache, won't be available
inside the container.

`SparseTextEmbedding` and `TextCrossEncoder` also accept `cache_dir` and
`local_files_only`.

If you downloaded and prepared the FastEmbed model directory yourself, you can
instead pass `specific_model_path`. Use retries only while initially
downloading the model. Catching every exception around normal offline
construction can hide configuration and model-format errors.

An incomplete Hugging Face cache can still trigger FastEmbed's fallback network
behavior. Use a complete, explicitly mounted cache or `specific_model_path` for
a fully offline deployment.",6609b934b6
"For Module 2 Q2, my cosine similarity doesn’t match any choice — is this because I used the wrong embedding model?","Yes — that’s the most common reason.

For Module 2 Q2, you should use the homework’s `Embedder` from `embedder.py`, not a different sentence-transformers model:

```python
from embedder import Embedder
model = Embedder()
```

If you used something like `multi-qa-mpnet-base-dot-v1` or `all-mpnet-base-v2`, your cosine similarity can fall outside the multiple-choice options.

Also make sure you are:

- embedding the page’s `content` field
- comparing it to the query vector from Q1
- using the normalized vectors from `Embedder` directly

If it’s still a little off after that, choose the closest option.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
